mir	disease	pmid
mir-18a	Gastric Neoplasms	23322197
mir-31	Colorectal Carcinoma	23322774
mir-30a	Cardiomyopathy, Hypertrophic	23326547
mir-122	Infertility	23327642
mir-182	Prostate Neoplasms	23329838
mir-200a	Prostate Neoplasms	23329838
mir-221	Coronary Artery Disease	23333386
mir-182	Breast Neoplasms	23333633
mir-193b	Neoplasms [unspecific]	23335975
mir-330	Colorectal Carcinoma	23337504
mir-301a	Gastric Neoplasms	23338485
mir-200a	Breast Neoplasms	23340296
let-7a	Head And Neck Neoplasms	23340306
let-7b	Head And Neck Neoplasms	23340306
let-7c	Head And Neck Neoplasms	23340306
let-7d	Head And Neck Neoplasms	23340306
let-7e	Head And Neck Neoplasms	23340306
let-7f	Head And Neck Neoplasms	23340306
let-7g	Head And Neck Neoplasms	23340306
let-7i	Head And Neck Neoplasms	23340306
mir-10b	Head And Neck Neoplasms	23340306
mir-21	Head And Neck Neoplasms	23340306
mir-31	Head And Neck Neoplasms	23340306
mir-504	Head And Neck Neoplasms	23340306
mir-30c-1	Breast Neoplasms	23340433
mir-30c-2	Breast Neoplasms	23340433
mir-138-1	Lung Neoplasms	23343715
mir-138-2	Lung Neoplasms	23343715
mir-206	Gastric Neoplasms	23348698
mir-30a	Glioma	23348703
mir-34a	Lung Neoplasms	23349340
mir-22	Huntington Disease	23349832
mir-296	Gastric Neoplasms	23353818
mir-155	Breast Neoplasms	23353819
mir-145	Prostate Neoplasms	23355420
mir-21	Pancreatic Neoplasms	23359184
mir-24	Breast Neoplasms	23359482
mir-199a-1	Cardiomyopathy	23360823
mir-199a-2	Cardiomyopathy	23360823
mir-199b	Cardiomyopathy	23360823
mir-214	Cardiomyopathy	23360823
mir-34a	Neoplasms [unspecific]	23361983
mir-31	Breast Neoplasms	23364795
mir-100	Pancreatic Neoplasms	23373509
mir-122	Liver Neoplasms	23373973
mir-26b	Breast Neoplasms	23374284
mir-106b	Glioma	23377830
mir-16-1	Colorectal Carcinoma	23380758
mir-16-2	Colorectal Carcinoma	23380758
mir-200a	Gastric Neoplasms	23381389
mir-195	Glioma	23383003
mir-30a	Glioma	23383034
mir-182	Prostate Neoplasms	23383207
mir-9-1	Gastric Neoplasms	23383271
mir-9-2	Gastric Neoplasms	23383271
mir-9-3	Gastric Neoplasms	23383271
mir-143	Prostate Neoplasms	23383988
mir-7-1	Breast Neoplasms	23384942
mir-7-2	Breast Neoplasms	23384942
mir-7-3	Breast Neoplasms	23384942
mir-138-1	Ovarian Neoplasms	23389731
mir-138-2	Ovarian Neoplasms	23389731
mir-26a-1	Carcinoma, Hepatocellular	23389848
mir-26a-2	Carcinoma, Hepatocellular	23389848
mir-145	Glioma	23390502
mir-17	Glioblastoma	23391506
mir-145	Urinary Bladder Cancer	23392170
mir-130b	Endometrial Neoplasms	23392577
mir-130a	Colorectal Carcinoma	23393589
mir-301a	Colorectal Carcinoma	23393589
mir-454	Colorectal Carcinoma	23393589
mir-17	Ovarian Neoplasms	23396109
mir-92a-1	Ovarian Neoplasms	23396109
mir-92a-2	Ovarian Neoplasms	23396109
mir-224	Inflammatory Bowel Diseases	23399735
mir-137	Neuroblastoma	23400681
mir-140	Carcinoma, Hepatocellular	23401231
mir-34c	Endometrial Neoplasms	23412924
mir-92b	Glioma	23416699
mir-125b-1	Head And Neck Neoplasms	23416980
mir-125b-2	Head And Neck Neoplasms	23416980
mir-185	Prostate Neoplasms	23417242
mir-21	Liver Cirrhosis	23417858
mir-17	Carcinoma, Hepatocellular	23418359
mir-24-1	Neoplasms [unspecific]	23418360
mir-24-2	Neoplasms [unspecific]	23418360
mir-320d-1	Kaposi Sarcoma	23418466
mir-320d-2	Kaposi Sarcoma	23418466
mir-498	Kaposi Sarcoma	23418466
mir-34c	Gastric Neoplasms	23423488
mir-125b-1	Urinary Bladder Cancer	23425975
mir-125b-2	Urinary Bladder Cancer	23425975
mir-34a	Acute Myocardial Infarction	23426265
mir-154	Prostate Neoplasms	23428540
mir-570	Gastric Neoplasms	23430453
mir-182	Breast Neoplasms	23430586
mir-181b-1	Glioma	23431408
mir-181b-2	Glioma	23431408
mir-25	Colorectal Carcinoma	23435373
mir-146a	Gastric Neoplasms	23435376
mir-1	Heart Failure	23436819
mir-155	Laryngeal Neoplasms	23437123
mir-23a	Adenocarcinoma, Lung	23437179
mir-126	Melanoma	23437250
mir-27a	Ovarian Neoplasms	23438830
mir-135a-1	Neoplasms [unspecific]	23438844
mir-135a-2	Neoplasms [unspecific]	23438844
mir-138-1	Neoplasms [unspecific]	23438844
mir-138-2	Neoplasms [unspecific]	23438844
mir-181b	Adenocarcinoma, Pancreatic Ductal	23440261
mir-145	Carcinoma, Renal Cell	23441135
mir-29c	Gastric Neoplasms	23442884
mir-30a	Breast Neoplasms	23445407
mir-21	Multiple Myeloma	23446999
mir-378a	Cardiomegaly	23447532
mir-210	Carcinoma, Renal Cell	23449350
mir-27a	Hepatitis C Virus Infection	23449803
mir-23a	Endometriosis	23450049
mir-23b	Endometriosis	23450049
mir-30a	Systemic Lupus Erythematosus	23450709
mir-133b	Prostate Neoplasms	23451058
mir-19a	Prostate Neoplasms	23451058
mir-27a	Prostate Neoplasms	23451058
mir-497	Urinary Bladder Cancer	23453369
let-7i	Squamous Cell Carcinoma, Head and Neck	23454123
mir-218-1	Carcinoma, Renal Cell	23454155
mir-218-2	Carcinoma, Renal Cell	23454155
mir-146a	Thyroid Neoplasms	23457043
mir-152	Prostate Neoplasms	23460133
mir-21	Gastric Neoplasms	23466500
mir-134	Glioblastoma	23467648
mir-195	Carcinoma, Hepatocellular	23468064
mir-3148	Systemic Lupus Erythematosus	23468661
mir-216a	Carcinoma, Hepatocellular	23471579
mir-217	Carcinoma, Hepatocellular	23471579
mir-27a	Colorectal Carcinoma	23471840
mir-183	Sensorineural Hearing Loss	23472202
mir-182	Breast Neoplasms	23474751
mir-486	Lung Neoplasms	23474761
mir-214	Nasopharyngeal Neoplasms	23479198
mir-21	Cholangiocarcinoma	23480766
mir-145	Prostate Neoplasms	23480797
mir-218-1	Cervical Neoplasms	23483249
mir-218-2	Cervical Neoplasms	23483249
mir-30a	Colorectal Carcinoma	23486085
mir-195	Carcinoma, Hepatocellular	23487264
mir-205	Neoplasms [unspecific]	23487795
mir-93	Breast Neoplasms	23492819
mir-29b-1	Leukemia, Myeloid, Acute	23493348
mir-29b-2	Leukemia, Myeloid, Acute	23493348
mir-93	Polycystic Ovarian Syndrome	23493574
mir-145	Colorectal Carcinoma	23499891
mir-145	Carcinoma, Hepatocellular	23499894
mir-21	Esophageal Neoplasms	23504349
mir-16-1	Osteosarcoma	23507142
mir-16-2	Osteosarcoma	23507142
mir-30e	Renal Fibrosis	23515048
mir-181a	Inflammation	23516523
mir-150	Lymphoma	23521217
mir-9	Inflammation	23525285
mir-195	Colorectal Carcinoma	23526568
mir-128-1	Breast Neoplasms	23526655
mir-128-2	Breast Neoplasms	23526655
mir-22	Gastric Neoplasms	23529765
mir-9-1	Breast Neoplasms	23530058
mir-9-2	Breast Neoplasms	23530058
mir-9-3	Breast Neoplasms	23530058
mir-497	Neuroblastoma	23531080
mir-34a	Neoplasms [unspecific]	23533633
mir-148a	Asthma	23534973
mir-148b	Asthma	23534973
mir-152	Asthma	23534973
mir-183	Prostate Neoplasms	23538390
mir-31	Neoplasms [unspecific]	23539435
mir-200b	Glioma	23543137
mir-195	Carcinoma, Hepatocellular	23544130
mir-497	Carcinoma, Hepatocellular	23544130
mir-145	Head And Neck Neoplasms	23548270
mir-148a	Gastric Neoplasms	23549984
mir-139	Glioma	23551751
mir-15a	Leukemia	23551855
mir-16-1	Leukemia	23551855
mir-23a	Gastric Neoplasms	23553990
mir-874	Squamous Cell Carcinoma, Head and Neck	23558898
mir-21	Carcinoma, Renal Cell	23558936
mir-205	Carcinoma, Nasopharyngeal	23564023
mir-383	Glioma	23564324
mir-34a	Osteosarcoma	23569431
mir-205	Prostate Neoplasms	23571738
mir-155	Viral Infectious Disease	23572582
mir-370	Gastric Neoplasms	23576572
mir-24-1	Osteosarcoma	23578572
mir-24-2	Osteosarcoma	23578572
mir-193a	Ovarian Neoplasms	23588298
mir-155	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-17	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-18	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-181	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-19a	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-19b-1	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-20a	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-29	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-92-1	Leukemia, Lymphocytic, Chronic, B-Cell	23597135
mir-19a	Gastrointestinal Neoplasms	23603256
mir-19b	Gastrointestinal Neoplasms	23603256
mir-150	Leukemia	23604034
mir-101	Bladder Neoplasms	23618864
mir-21	Cholangiocarcinoma	23621247
mir-19a	Gastrointestinal Neoplasms	23621248
mir-145	Carcinoma, Hepatocellular	23621665
mir-135b	Breast Neoplasms	23623609
mir-124	Glioblastoma	23624869
mir-124	Glioblastoma	23636127
mir-205	Melanoma	23638671
mir-143	Adenocarcinoma, Pancreatic Ductal	23661430
mir-155	Adenocarcinoma, Pancreatic Ductal	23661430
mir-223	Adenocarcinoma, Pancreatic Ductal	23661430
mir-214	Melanoma	23667173
mir-330	Prostate Neoplasms	23670210
mir-148a	Carcinoma, Lung, Non-Small-Cell	23670799
mir-146a	Carcinoma, Hepatocellular	23671131
mir-497	Carcinoma, Lung, Non-Small-Cell	23673296
mir-150	Pancreatic Neoplasms	23675407
mir-630	Pancreatic Neoplasms	23675407
mir-192-2	Esophageal Neoplasms	23677061
mir-21	Carcinoma, Hepatocellular	23684551
let-7b	Pancreatic Diseases	23684747
mir-495	Pancreatic Diseases	23684747
mir-24	Gastrointestinal Neoplasms	23688438
mir-221	Colorectal Carcinoma	23688995
mir-339	Colorectal Carcinoma	23696794
mir-146a	Hepatitis B Virus Infection	23698745
mir-335	Ovarian Neoplasms	23708561
mir-145	Neoplasms [unspecific]	23714355
mir-137	Glioblastoma	23714687
mir-135a-1	Lung Neoplasms	23715500
mir-135a-2	Lung Neoplasms	23715500
mir-135b	Lung Neoplasms	23715500
mir-155	Pancreatic Neoplasms	23715647
mir-7-1	Breast Neoplasms	23720754
mir-7-2	Breast Neoplasms	23720754
mir-7-3	Breast Neoplasms	23720754
mir-218-2	Thyroid Neoplasms	23720784
mir-370	Gastric Neoplasms	23721824
mir-9	Ovarian Neoplasms	23722670
mir-133a-1	Colorectal Carcinoma	23723074
mir-133a-2	Colorectal Carcinoma	23723074
mir-211	Head And Neck Neoplasms	23726841
mir-17	Melanoma	23728176
mir-432	Melanoma	23728176
mir-29c	Carcinoma, Hepatocellular	23728341
mir-503	Carcinoma, Endometrioid Endometrial	23731275
mir-143	Prostate Neoplasms	23732700
mir-203	Pancreatic Neoplasms	23732815
mir-218-1	Pancreatic Neoplasms	23733161
mir-218-2	Pancreatic Neoplasms	23733161
mir-128-1	Glioma	23733246
mir-128-2	Glioma	23733246
mir-146b	Inflammation	23733368
mir-101	Prostate Neoplasms	23739676
mir-451a	Carcinoma, Hepatocellular	23740840
mir-181a-1	Porcine Reproductive and Respiratory Syndrome Virus Infection	23740977
mir-181a-2	Porcine Reproductive and Respiratory Syndrome Virus Infection	23740977
mir-181b-1	Porcine Reproductive and Respiratory Syndrome Virus Infection	23740977
mir-181b-2	Porcine Reproductive and Respiratory Syndrome Virus Infection	23740977
mir-181c	Porcine Reproductive and Respiratory Syndrome Virus Infection	23740977
mir-96	Urinary Bladder Cancer	23741253
mir-7-1	Urinary Bladder Cancer	23742934
mir-7-2	Urinary Bladder Cancer	23742934
mir-7-3	Urinary Bladder Cancer	23742934
mir-126	Colon Neoplasms	23744532
mir-150	Lung Neoplasms	23747308
mir-26a-1	Breast Neoplasms	23750239
mir-26a-2	Breast Neoplasms	23750239
mir-133a-1	Osteosarcoma	23756231
mir-133a-2	Osteosarcoma	23756231
mir-223	Barrett Esophagus	23757351
mir-30a	Carcinoma, Lung, Non-Small-Cell	23758992
mir-195	Breast Neoplasms	23760062
mir-199a-1	Viral Infectious Disease	23760629
mir-199a-2	Viral Infectious Disease	23760629
mir-124-1	Glioma	23761023
mir-124-2	Glioma	23761023
mir-24	Diabetes Mellitus, Type 2	23761103
mir-149	Carcinoma, Lung, Non-Small-Cell	23762558
mir-204	Gastric Neoplasms	23768087
mir-221	Prostate Neoplasms	23770851
mir-221	Breast Neoplasms	23776679
mir-222	Breast Neoplasms	23776679
mir-381	Carcinoma, Renal Cell	23778472
mir-424	Carcinoma, Renal Cell	23778472
mir-100	Bladder Neoplasms	23778527
mir-125a	Hepatitis B Virus Infection	23783428
mir-146a	Atherosclerosis	23784108
mir-23a	Adenocarcinoma, Gastric	23785404
mir-133a	Breast Neoplasms	23786162
mir-101	Glioma	23788032
mir-122	Leukemia	23791922
mir-124	Glioma	23792158
mir-17	Glioblastoma	23792642
mir-212	Gastric Neoplasms	23794145
mir-19a	Colitis	23795660
mir-26a	Bladder Neoplasms	23796420
mir-155	Carcinoma, Thyroid, Papillary	23796566
mir-146b	Glioma	23796692
mir-424	Leukemia	23801117
mir-221	Breast Neoplasms	23801152
mir-106b	Gastric Neoplasms	23803041
mir-590	Carcinoma, Hepatocellular	23803188
mir-143	Neoplasms [unspecific]	23804075
mir-106a	Ovarian Neoplasms	23807165
mir-591	Ovarian Neoplasms	23807165
mir-17	Immune System Disease [unspecific]	23812097
mir-144	Bladder Neoplasms	23815091
mir-124	Breast Neoplasms	23816858
mir-21	Colorectal Carcinoma	23817679
mir-155	Multiple Sclerosis	23818336
mir-92a	Neoplasms [unspecific]	23820254
mir-409	Bladder Neoplasms	23820886
mir-200c	Gastric Neoplasms	23821457
mir-490	Atherosclerosis	23821525
mir-21	Ovarian Neoplasms	23824073
mir-134	Head And Neck Neoplasms	23824713
mir-146a	Sepsis	23825193
mir-17	Carcinoma, Salivary Adenoid Cystic	23825564
mir-20a	Carcinoma, Salivary Adenoid Cystic	23825564
mir-182	Inflammation	23825948
mir-338	Gastric Neoplasms	23826132
mir-30a	Carcinoma, Renal Cell, Clear-Cell	23826258
mir-22	Myelodysplastic Syndromes	23827711
mir-22	Breast Neoplasms	23830207
mir-210	Pancreatic Neoplasms	23831622
mir-21	Leukemia	23834154
mir-128	Glioma	23835497
mir-10b	Breast Neoplasms	23839045
mir-23b	Bladder Neoplasms	23844063
mir-185	Carcinoma, Gastric	23846337
let-7c	Lung Neoplasms	23850892
mir-30a	Breast Neoplasms	23851509
mir-199a	Carcinoma, Endometrial	23851675
mir-155	Lymphoma	23852382
mir-29a	Tuberculosis, Pulmonary	23856141
mir-205	Carcinoma, Lung, Non-Small-Cell	23856247
mir-124	Colitis, Ulcerative	23856509
mir-503	Carcinoma, Lung, Non-Small-Cell	23856992
mir-125b	Glioblastoma	23857508
mir-223	Leukemia, Lymphoblastic, Acute, T-Cell	23857984
mir-17	Encephalomyelitis	23858035
mir-34a	Neoplasms [unspecific]	23860128
mir-26a	Carcinoma, Thyroid, Papillary	23861775
mir-196b	Carcinoma, Cervical	23861821
mir-34a	Carcinoma, Hepatocellular	23862748
mir-23a	Glioma	23865473
mir-329	Glioma	23866847
mir-425	Heart Failure	23867623
mir-19b	Gastric Neoplasms	23868977
mir-20a	Gastric Neoplasms	23868977
mir-92a	Gastric Neoplasms	23868977
mir-326	Glioma	23869222
mir-20a	Ovarian Neoplasms	23869765
mir-26a	Glioma	23870455
mir-21	Neoplasms [unspecific]	23872064
mir-122	Crohn Disease	23872065
mir-340	Osteosarcoma	23872151
mir-17	Leukemia, Myeloid, Acute	23872792
mir-149	Myocardial Infarction	23873935
mir-130a	Diabetes Mellitus	23874686
mir-379	Breast Neoplasms	23874748
mir-182	Prostate Neoplasms	23874837
mir-182	Liver Neoplasms	23874989
mir-145	Carcinoma, Lung, Non-Small-Cell	23876001
mir-182	Adenocarcinoma, Lung	23877371
mir-126	Osteosarcoma	23877372
mir-329	Angiosarcoma	23878390
mir-145	Lung Neoplasms	23879998
mir-203	Melanoma	23884313
mir-4732	Neoplasms [unspecific]	23886136
mir-218	Osteosarcoma	23886165
mir-206	Osteosarcoma	23886177
mir-1291	Carcinoma, Renal Cell	23889809
mir-21	Neoplasms [unspecific]	23890123
mir-92b	Glioblastoma	23892108
mir-508	Gastric Neoplasms	23893241
mir-196b	Leukemia, Myeloid, Chronic	23894305
mir-197	Multiple Sclerosis	23895517
mir-494	Multiple Sclerosis	23895517
mir-143	Carcinoma, Nasopharyngeal	23895853
mir-15a	Breast Neoplasms	23900351
mir-34a	Carcinoma, Lung, Non-Small-Cell	23902763
mir-214	Cardiac Myocyte Injury	23904244
mir-21	Glioblastoma	23904372
mir-106a	Ovarian Neoplasms	23904379
mir-433	Carcinoma, Cervical	23915286
mir-23b	Pancreatic Neoplasms	23916944
mir-145	Ovarian Neoplasms	23919393
mir-126	Colorectal Carcinoma	23922111
mir-224	Carcinoma, Hepatocellular	23922662
mir-376c	Intrahepatic Cholangiocarcinoma	23922722
mir-212	Carcinoma, Hepatocellular	23922798
mir-26b	Colorectal Carcinoma	23922874
mir-1	Vascular Hypertrophy	23922949
mir-20a	Gastric Neoplasms	23924943
mir-214	Carcinoma, Lung, Non-Small-Cell	23929716
mir-106a	Gastric Neoplasms	23932924
mir-211	Neoplasms [unspecific]	23934065
mir-137	Neuroblastoma	23934188
mir-29c	Lung Neoplasms	23936390
mir-21	Breast Neoplasms	23936642
mir-200a	Adenocarcinoma, Lung	23938385
mir-221	Breast Neoplasms	23939688
mir-124	Colorectal Carcinoma	23940556
mir-21	Neoplasms [unspecific]	23940701
mir-16	Neoplasms [unspecific]	23941513
mir-223	Glioma	23946414
mir-618	Tuberculosis, Pulmonary	23948412
mir-205	Wounds and Injuries [unspecific]	23950153
mir-218	Glioma	23950210
mir-96	Prostate Neoplasms	23951320
mir-223	Breast Neoplasms	23953883
mir-16	Carcinoma, Lung, Non-Small-Cell	23954293
mir-15a	Asthma	23954351
mir-155	Heart Failure	23956210
mir-128	Neoplasms [unspecific]	23958464
mir-101	Melanoma	23962556
mir-203	Carcinoma, Merkel Cell	23962809
mir-15a	Lymphoma, Extranodal NK-T-Cell	23963825
mir-143	Allergic Asthma	23965966
mir-335	Carcinoma, Lung, Small-Cell	23966614
mir-221	Pancreatic Neoplasms	23967190
mir-203	Neoplasms [unspecific]	23968727
mir-30b	Aortic Insufficiency	23968872
mir-17	Gastrointestinal Stromal Tumor	23969726
mir-18	Gastrointestinal Stromal Tumor	23969726
mir-19a	Gastrointestinal Stromal Tumor	23969726
mir-19b-1	Gastrointestinal Stromal Tumor	23969726
mir-20a	Gastrointestinal Stromal Tumor	23969726
mir-221	Gastrointestinal Stromal Tumor	23969726
mir-222	Gastrointestinal Stromal Tumor	23969726
mir-92-1	Gastrointestinal Stromal Tumor	23969726
mir-223	Glioblastoma	23970099
mir-155	Glioma	23970205
mir-708	Leukemia, Lymphoblastic, Acute	23970374
mir-143	Pancreatic Neoplasms	23973710
mir-212	Carcinoma, Lung, Non-Small-Cell	23974008
mir-148a	Pancreatic Neoplasms	23975374
mir-200b	Breast Neoplasms	23975428
mir-335	Osteosarcoma	23975506
mir-363	Carcinoma, Gastric	23975832
let-7c	Carcinoma, Lung, Non-Small-Cell	23981581
mir-146a	Gastric Neoplasms	23982143
mir-146b	Gastric Neoplasms	23982143
mir-31	Prostate Neoplasms	23984644
mir-9	Adenocarcinoma, Lung	23985560
mir-30c	Carcinoma, Lung, Non-Small-Cell	23988701
mir-146a	Alzheimer Disease	23990414
mir-16	Ovarian Neoplasms	23990444
mir-21	Adenocarcinoma, Pancreatic Ductal	23991015
mir-218	Carcinoma, Hepatocellular	23996750
mir-19a	Thyroid Neoplasms	23998804
mir-21	Immune System Disease [unspecific]	23998932
mir-429	Carcinoma, Esophageal	23999873
mir-21	Oral Neoplasms	23999978
mir-31	Neoplasms [unspecific]	23999990
mir-23b	Glioma	24002170
mir-106b	Carcinoma, Endometrial	24002805
mir-7	Lung Neoplasms	24004462
mir-127	Bladder Neoplasms	24004856
mir-200a	Carcinoma, Hepatocellular	24009066
mir-190a	Breast Neoplasms	24009311
mir-199a	Heart Failure	24011070
mir-21	Glioblastoma	24012640
mir-192	Breast Neoplasms	24012720
mir-141	Pancreatic Neoplasms	24013097
mir-106a	Astrocytoma	24013584
mir-132	Alzheimer Disease	24014289
mir-663	Vascular Disease [unspecific]	24014830
mir-135a	Ovarian Neoplasms	24016480
mir-15a	Carcinoma, Nasopharyngeal	24016566
mir-16-1	Carcinoma, Nasopharyngeal	24016566
mir-27a	Carcinoma, Hepatocellular	24018051
mir-182	Carcinoma, Endometrial	24021963
mir-127	Osteoarthritis	24022470
mir-146a	Atherosclerosis	24022569
mir-206	Vascular Hypertrophy	24023888
mir-195	Squamous Cell Carcinoma, Esophageal	24025765
mir-100	Kaposi Sarcoma	24027049
mir-199b	Kaposi Sarcoma	24027049
mir-200	Kaposi Sarcoma	24027049
mir-335	Kaposi Sarcoma	24027049
mir-99a	Kaposi Sarcoma	24027049
mir-100	Leukemia, Lymphoblastic, Acute	24030073
mir-99a	Leukemia, Lymphoblastic, Acute	24030073
mir-122	Liver Cirrhosis	24033414
mir-125b	Liver Cirrhosis	24033414
mir-181a-2	Liver Cirrhosis	24033414
mir-194	Liver Cirrhosis	24033414
mir-195	Liver Cirrhosis	24033414
mir-21	Liver Cirrhosis	24033414
mir-217	Liver Cirrhosis	24033414
mir-221	Liver Cirrhosis	24033414
mir-224	Liver Cirrhosis	24033414
mir-23a	Liver Cirrhosis	24033414
mir-34a	Liver Cirrhosis	24033414
mir-96	Liver Cirrhosis	24033414
mir-99a	Liver Cirrhosis	24033414
mir-214	Carcinoma, Ovarian	24033540
mir-143	Carcinoma, Renal Cell	24033605
mir-145	Carcinoma, Renal Cell	24033605
mir-93	Lung Neoplasms	24037530
mir-21	Prostate Neoplasms	24037531
mir-211	Melanoma	24039954
mir-140	Carcinoma, Lung, Non-Small-Cell	24039995
mir-130b	Pancreatic Neoplasms	24040078
mir-203	Lung Neoplasms	24040137
mir-206	Bronchopulmonary Dysplasia	24040336
mir-106a	Carcinoma, Ovarian, Serous	24045973
mir-125b	Glioma	24046143
mir-26a	Ischemic Diseases [unspecific]	24047927
mir-34a	Breast Neoplasms	24050776
mir-29c	Gastric Neoplasms	24054006
mir-126	Gastric Neoplasms	24055140
mir-221	Parkinson Disease	24055409
mir-26a	Neoplasms [unspecific]	24056962
mir-142	Leukemia, Lymphoblastic, Acute	24057258
mir-155	Liver Cirrhosis	24058572
mir-27a	Pancreatic Neoplasms	24060073
mir-486	Sezary Disease	24062018
mir-199	Immune System Disease [unspecific]	24062059
mir-590	Kidney Neoplasms	24063284
mir-200b	Squamous Cell Carcinoma, Esophageal	24064224
mir-122	Hepatitis C Virus Infection	24068553
mir-124a	Glioblastoma	24068568
mir-17	Non-Syndromic Orofacial Clefts	24068957
mir-18	Non-Syndromic Orofacial Clefts	24068957
mir-19a	Non-Syndromic Orofacial Clefts	24068957
mir-19b-1	Non-Syndromic Orofacial Clefts	24068957
mir-20a	Non-Syndromic Orofacial Clefts	24068957
mir-92-1	Non-Syndromic Orofacial Clefts	24068957
mir-143	Carcinoma, Lung, Non-Small-Cell	24070896
mir-185	Squamous Cell Carcinoma	24070899
mir-181b	Pancreatic Neoplasms	24075517
mir-25	Gastric Neoplasms	24078004
mir-34	Carcinoma, Gallbladder	24078448
mir-148a	Neoplasms [unspecific]	24084367
mir-320a	Osteopetrosis	24084574
mir-223	Tuberculosis	24084739
mir-205	Carcinoma, Lung, Non-Small-Cell	24084898
mir-720	Breast Neoplasms	24085799
mir-449b	Influenza	24086750
mir-1248	Cardiovascular Diseases [unspecific]	24088671
mir-1248	Neoplasms [unspecific]	24088671
mir-151a	Cardiovascular Diseases [unspecific]	24088671
mir-151a	Neoplasms [unspecific]	24088671
mir-15a	Hepatitis B Virus Infection	24089558
mir-16	Hepatitis B Virus Infection	24089558
mir-29a	Squamous Cell Carcinoma, Head and Neck	24091622
mir-29b	Squamous Cell Carcinoma, Head and Neck	24091622
mir-29c	Squamous Cell Carcinoma, Head and Neck	24091622
mir-10b	Adenocarcinoma, Pancreatic Ductal	24096486
mir-205	Breast Neoplasms	24098490
mir-21	Carcinoma, Hepatocellular	24098708
mir-26a	Prostate Neoplasms	24098737
mir-31	Carcinoma, Lung, Non-Small-Cell	24099915
mir-29a	Prostate Neoplasms	24100420
mir-23a	Carcinoma, Hepatocellular	24103454
let-7d	Diabetes Mellitus, Type 2	24105413
mir-21	Prostate Neoplasms	24106176
mir-155	Lymphoma, T-Cell, Cutaneous	24106870
mir-146a	Osteoarthritis	24107356
mir-206	Muscle Diseases [unspecific]	24107628
mir-106a	Gastric Neoplasms	24108762
mir-146	Inflammation	24112639
mir-133a	Vascular Hypertrophy	24113045
mir-320	Oral Neoplasms	24114198
mir-19a	Cardiomegaly	24117217
mir-19b	Cardiomegaly	24117217
mir-378	Carcinoma, Hepatocellular	24119742
mir-375	Diabetes Mellitus	24120394
mir-19a	Bladder Neoplasms	24122582
mir-222	Bladder Neoplasms	24122582
mir-106a	Glioma	24124917
mir-133a	Ovarian Neoplasms	24127040
mir-200	Carcinoma, Thyroid, Medullary	24127332
mir-205	Breast Neoplasms	24129185
let-7b	Carcinoma, Ovarian, Serous	24129674
mir-29b	Carcinoma, Colon	24130681
mir-128	Osteosarcoma	24132591
mir-30d	Malignant Peripheral Nerve Sheath Tumor	24132643
mir-378	Gastric Neoplasms	24139413
mir-338	Neuroblastoma	24140344
mir-126	Atherosclerosis	24140891
mir-145	Atherosclerosis	24140891
mir-29a	Squamous Cell Carcinoma, Cerevial	24141696
mir-9	Squamous Cell Carcinoma, Oral	24141785
mir-331	Glioblastoma	24142150
mir-137	Ovarian Neoplasms	24144591
mir-203	Colorectal Carcinoma	24145123
mir-95	Prostate Neoplasms	24145350
mir-130a	Ovarian Neoplasms	24145606
mir-205	Cholangiocarcinoma	24147037
mir-221	Cholangiocarcinoma	24147037
mir-29b	Cholangiocarcinoma	24147037
mir-221	Glioma	24147153
mir-222	Glioma	24147153
mir-187	Diabetes Mellitus, Type 2	24149837
mir-200b	Colorectal Carcinoma	24151081
mir-155	Breast Neoplasms	24152184
mir-21	Gastric Neoplasms	24154840
mir-27a	Squamous Cell Carcinoma, Esophageal	24154848
mir-199a	Endometriosis	24155090
mir-145	Ovarian Neoplasms	24157791
mir-297	Glioblastoma	24158111
mir-448	Chronic Hepatitis C	24158346
mir-132	Carcinoma, Lung, Non-Small-Cell	24158730
mir-21	Glioma	24161395
mir-92b	Carcinoma, Lung, Non-Small-Cell	24162673
mir-200a	Glioma	24162743
mir-205	Carcinoma, Oral	24166197
mir-124	Neuronal Apoptosis-Related Diseases	24166354
mir-18a	Carcinoma, Colon	24166503
mir-106b	Glioma	24166509
mir-122	Endomyocardial Fibrosis	24168656
mir-17	Lymphoma	24169826
mir-9	Carcinoma, Nasopharyngeal	24170200
mir-138	Colorectal Carcinoma	24171926
mir-200b	Neoplasms [unspecific]	24174534
mir-125b	Liver Injury	24176857
mir-155	Neoplasms [unspecific]	24177167
mir-372	Gastric Neoplasms	24179536
mir-373	Gastric Neoplasms	24179536
mir-124	Bladder Neoplasms	24180482
mir-34a	Neoplasms [unspecific]	24185900
mir-144	Premature Ovarian Failure	24188450
mir-151	Ovarian Neoplasms	24188450
mir-29a	Premature Ovarian Failure	24188450
mir-30a	Carcinoma, Renal Cell, Clear-Cell	24189146
mir-30c-2	Carcinoma, Renal Cell, Clear-Cell	24189146
